"Season","Name","WAR","playerid"
"2007","Joe Inglett","0.1","7254"
"2010","Jose Bautista","6.4","1887"
"2011","Brett Lawrie","2.6","5247"
"2016","Josh Donaldson","7.6","5038"
"2015","Josh Donaldson","8.7","5038"
"1999","Tony Fernandez","2.5","1004002"
"2006","John Hattig","0.2","2563"
"2016","Jimmy Paredes","0.0","5481"
"1998","Tony Fernandez","2.5","1004002"
"2003","Howie Clark","0.4","1533"
"2009","Scott Rolen","3.1","970"
"2006","Troy Glaus","3.4","15"
"2007","Troy Glaus","2.7","15"
"2002","Eric Hinske","4.8","1305"
"1996","Ed Sprague","2.9","1012356"
"2000","Tony Batista","2.7","124"
"1997","Felipe Crespo","0.0","1002763"
"1992","Jeff Kent","1.1","1119"
"2005","Shea Hillenbrand","2.1","196"
"2008","Scott Rolen","2.6","970"
"2011","Edwin Encarnacion","0.7","2151"
"2010","Edwin Encarnacion","1.7","2151"
"1997","Tom Evans","0.1","1003871"
"2003","Eric Hinske","1.4","1305"
"1998","Mark Dalesandro","0.1","1002940"
"1995","Ed Sprague","0.9","1012356"
"2014","Juan Francisco","0.9","6978"
"2009","Edwin Encarnacion","0.5","2151"
"2005","Corey Koskie","1.7","738"
"2013","Mark DeRosa","0.0","1392"
"1999","Willis Otanez","-0.1","1009889"
"2005","Aaron Hill","1.4","6104"
"2014","Brett Lawrie","1.8","5247"
"2012","Brett Lawrie","2.3","5247"
"1996","Felipe Crespo","0.3","1002763"
"1998","Ed Sprague","0.7","1012356"
"2008","Marco Scutaro","3.0","1555"
"2013","Brett Lawrie","1.4","5247"
"2010","John McDonald","0.6","395"
"1993","Ed Sprague","1.4","1012356"
"1993","Darnell Coles","-0.9","1002436"
"1997","Ed Sprague","-0.2","1012356"
"2001","Felipe Lopez","0.6","1311"
"2007","Russ Adams","-0.4","4519"
"2016","Darwin Barney","1.5","2430"
"2014","Steve Tolleson","0.2","4450"
"2004","Eric Hinske","0.2","1305"
"2003","Dave Berg","-0.8","1288"
"1999","Casey Blake","-0.1","719"
"1994","Ed Sprague","-0.8","1012356"
"1995","Howard Battle","0.1","1000674"
"2001","Jeff Frye","-0.3","1004378"
"1992","Kelly Gruber","-0.1","1005107"
"2012","Adeiny Hechavarria","-0.2","10459"
"2001","Luis Lopez","-0.3","1901"
"2014","Danny Valencia","0.5","6364"
"2011","John McDonald","0.5","395"
"2001","Tony Batista","0.1","124"
"2013","Maicer Izturis","-2.2","2437"
"2008","Jose Bautista","0.0","1887"
"2001","Chris Woodward","-0.1","1329"
"2007","Howie Clark","-0.2","1533"
"2011","Jayson Nix","0.2","3790"
"1997","Tilson Brito","-0.6","1001446"
"2007","Jason Smith","0.1","1227"
"2012","Omar Vizquel","-0.7","411"
"2010","Jarrett Hoffpauir","0.0","7554"
"2007","Hector Luna","-0.3","1874"
"1996","Mike Huff","-0.3","1006145"
"2007","Ryan Roberts","-0.1","5653"
"1992","Tom Quinlan","-0.3","1010602"
"2016","Andrew Burns","0.0","12779"
"1998","Tom Evans","-0.2","1003871"
"2016","Matt Dominguez","-0.2","4903"
"2011","Chris Woodward","-0.2","1329"
"2013","Andy LaRoche","-0.1","6444"
